frcd,partno,partname,floor,repack,picktime_repack_mean,picktime_repack_std,picktime_norepack_mea,picktime_norepack_std,supplier1,supplier2
D,85207V2010,右頭燈清洗作動器,4,,,,,,TG0,
A,5535602540,平板,4,,,,,,KG0,J004
A,8401042040,綜合控制面板總成,4,,,,,,TG0,
D,7583876010C0,車門握把,4,,,,,,TG0,
D,G92DB10010,HYBRID電瓶密封,4,,,,,,TG0,
A,1656237010,水箱總成密封墊,4,Y,,,,,TG0,
G,1657358130,水箱總成軟管,4,Y,,,,,TG0,
G,8652030670,低音喇叭總成,4,,,,,,TG0,
C,8.94E+124,,4,,,,,,HG0,
D,G127248040,馬達冷卻管,4,,,,,,TG0,
A,8423126120,開關,4,,,,,,TG0,
A,77291BZ041,加油口護板,4,,,,,,PG1,TAM
A,8155552D50,綜合燈燈座及線束次總成,4,,,,,,TG0,
D,6922048060C0,門外把手,4,,,,,,TG0,
6,C37H242F51,燈座,4,,,,,,NI2,
A,8465242200,前擋風玻璃雨刷開關總成,4,,,,,,TG0,
A,7213702300C0,座椅右外滑軌飾蓋,4,,,,,,KG0,S912
A,6905008050,右滑門鎖總成,4,,,,,,TG0,TMS
N,RFK1X,刮傷補修漆,4,,,,,,NIL,
A,8282142140,配線接頭蓋,4,,,,,,TG0,
G,8796126770,視鏡片,4,,,,,,TG0,
D,7286033110C0,後座椅中央扶手箱總成,4,,,,,,TG0,
G,8942536150,排氣溫度感知器,4,,,,,,TG0,
C,S583661020,側擋泥板，右下,4,,,,,,KG0,H807
A,5312258180,左水箱總成護罩飾板,4,,,,,,TG0,
D,8173151021,方向燈燈殼,4,,,,,,TG0,
N,P7634F4003,CHR車體線,4,,,,,,NI2,
D,1356879235,正時皮帶,4,,,,,,TG0,
D,7323030B41C0,座內側安全帶總成,4,,,,,,TG0,
A,843320D131,危險警示信號開關總成,4,,,,,,KG0,K001
D,6921053030B2,門外把手,4,,,,,,TG0,
A,6472702140,行李廂飾板內襯墊,4,,,,,,KG0,S912
A,G90A542010,轉換器冷卻管總成,4,,,,,,TG0,
A,55738V2030,空氣導管密封墊,4,,,,,,TG0,
D,84945V2060,右行李箱電子鑰匙開關,4,,,,,,TG0,
C,8610137060,收音機天線,4,,,,,,HG0,
A,7576742060,墊塊,4,,,,,,TG0,
C,8113537410,頭燈背蓋,4,,,,,,HG0,
A,733500K110C0,安全帶總成,4,,,,,,KG0,H805
V,LR4X2,刮傷補修漆（LEXUS）,4,,,,,,NIL,NI44
D,6369150100,前車頂隔音墊,4,,,,,,TG0,
C,8954537210,後輪速感知器，右,4,,,,,,HG0,
D,6351478040,線組,4,,,,,,TG0,
A,759790B060,油箱蓋車身貼紙,4,,,,,,KG0,T017
A,8983152020,氣囊感知器,4,,,,,,TG0,
D,1629936010,旁通水管,4,Y,,,,,TG0,
A,742240D020B0,車門扶手蓋，左前,4,,,,,,KG0,S912
A,9008038119,防塵套,4,,,,,,KG0,E501
A,8262152011,保險絲盒蓋,4,,,,,,TG0,
D,5256250030,後保險桿右上固定座,4,,,,,,TG0,
D,4477233170,單向閥軟管,4,,,,,,TG0,
D,867B011020,影像鏡頭,4,,,,,,TG0,
D,8796148391,視鏡片,4,,,,,,TG0,
A,8951642050,防滑控制感知器線束,4,,,,,,TG0,
D,2206046070,節流閥控制桿,4,,,,,,TG0,
C,8228437140,搭鐵線,4,,,,,,KG0,T002
A,5828008010C0,排檔桿護套,4,,,,,,TG0,TMS
N,PZ0600M757,"線組 B	",4,,,,,,NI2,NI45
A,5315647010,水箱總成護罩密封處,4,,,,,,TG0,
A,258600Y040,VSV真空調節閥,4,,,,,,PG1,TMV
A,44774BZ080,真空軟管,4,,,,,,PG1,TAM
N,1801EF0300,500/700延長線包材,4,,,,,,NT8,
A,885390M010,冷氣機排水管,4,,,,,,KG0,T015
A,7717402140,燃油芯固定座,4,Y,,,,,KG0,T015
D,86467V2020,前進識別外蓋,4,,,,,,TG0,
D,8266248700,繼電器盒上蓋,4,,,,,,TG0,
N,PZ0610D771,主線束,4,,,,,,NI2,NI54
A,1689725011,加注頸管,4,Y,,,,,TG0,
A,5385342050,輪弧開口延伸板墊,4,,,,,,TG0,
6,C4ACS00D53,電源線束,4,,,,,,NI2,
A,62581F4010,右角窗蓋次總成,4,,,,,,TG0,TME
A,6921152100A1,門外把手,4,,,,,,TG0,
N,RF5A3,"刮傷補漆筆-鮮橙黃 	",4,,,,,,NIL,
D,8646678060,前進識別外蓋,4,,,,,,TG0,
D,8264448021,整合電腦,4,,,,,,TG0,
D,6922076010A2,門外把手,4,,,,,,TG0,
N,HA05A1000007,側掀門鎖頭組,4,,,,,,HTB,
D,8679948050,影像攝影鏡頭配線,4,,,,,,TG0,
A,5573858040,空氣導管密封墊,4,,,,,,TG0,
A,7687247020,後擾流板護墊,4,,,,,,TG0,
N,RF8V7,刮傷補修漆,4,,,,,,NIL,
A,82124BZ020,引擎線組,4,,,,,,PG1,
A,4165126040,後差速器固定座襯墊,4,,,,,,TG0,
G,8948036040,感知器,4,,,,,,TG0,
A,7465442010C0,後門輔助左把手,4,,,,,,TG0,
D,4815876010,圈狀彈簧下膠墊,4,,,,,,TG0,
A,5891758060,中央扶手置物盒襯墊,4,,,,,,TG0,
N,P75070K00H,主機,4,,,,,,NI2,
D,8264133180,整合繼電器,4,,,,,,TG0,
A,7324047190C0,座內側安全帶總成,4,,,,,,TG0,
A,1320129835C0,連桿次總成,4,,,,,,TG0,
D,6921076030B0,門外把手,4,,,,,,TG0,
A,7338042070C0,後安全帶腰扣,4,,,,,,TG0,
D,65631V2010,輪弧固定板,4,,,,,,TG0,
G,6923026140,門外把手,4,,,,,,TG0,
A,447806330,,4,,,,,,PG1,
A,5505452020,手套箱定位器,4,,,,,,TG0,
C,S475361350,煞車分泵防塵套,4,,,,,,HG0,
D,5315376020,前側風導槽,4,,,,,,TG0,
D,5540878060C0,儀表板揚聲器飾板次總成,4,,,,,,TG0,
A,5254528040,前保險桿密封墊,4,Y,,,,,TG0,
D,8149776010,組合燈蓋,4,,,,,,TG0,
A,5351047111,引擎蓋鎖總成,4,,,,,,TG0,
A,771690K040,燃油芯座墊片,4,,,,,,PG1,
A,772160M020,加油管支架,4,,,,,,KG0,S909
A,443942030,,4,,,,,,TG0,
D,8796176020,視鏡片,4,,,,,,TG0,
A,6920528170C3,門內把手次總成,4,,,,,,TG0,
D,8865033C80,A/C放大器,4,,,,,,TG0,
A,8796142B90,左後視鏡鏡片次總成,4,,,,,,TG0,
A,3.35E+09,,4,,,,,,KG0,L205
A,5852106110,地毯固定勾,4,Y,,,,,KG0,S912
A,1.23E+25,,4,,,,,,PG1,
D,7544350160,葉子板車級銘牌,4,,,,,,TG0,
A,8796158360,視鏡片,4,,,,,,TG0,
A,7347002320B1,安全帶總成,4,,,,,,KG0,H805
A,8120842010B0,地圖燈次總成,4,,,,,,TG0,
A,88161V2010,盲點警示感知器支架,4,,,,,,TG0,
A,4244330010,墊片,4,Y,,,,,PG1,
D,1132870050,正時齒輪蓋墊片,4,,,,,,TG0,
A,7324002012B0,座內側安全帶總成,4,,,,,,TG0,
A,4867426021,支桿軸套,4,Y,,,,,TG0,
A,8796158140,視鏡片,4,,,,,,TG0,
A,862110D050,收音機支架,4,,,,,,KG0,B601
A,1717616020,進氣穩壓筒墊圈,4,,,,,,TG0,
D,8211933010,馬達配線,4,,,,,,TG0,
A,175090H010,排氣尾管支架,4,,,,,,KG0,Y501
D,5256353040,後保險桿左上固定座,4,,,,,,TG0,
A,5882530170,手套箱內盒,4,,,,,,TG0,
D,4825833010,圈狀彈簧下膠墊,4,,,,,,TG0,
D,8439048230,電子駐車煞車開關總成,4,,,,,,TG0,
D,1657236160,水箱總成軟管,4,,,,,,TG0,
D,5253550070,保險桿側固定座,4,,,,,,TG0,
A,4868420040,避震器上座防塵蓋,4,,,,,,KG0,T009
A,4825726050,後圈狀彈簧上隔板,4,,,,,,KG0,Y501
A,6821216010,車門飾條固定夾,4,Y,,,,,KG0,E502
D,867B048230,右側鏡頭,4,,,,,,TG0,
G,7696526010C0,護板,4,,,,,,TG0,
A,6921047041C0,門外把手,4,,,,,,TG0,
N,901092802K1,斷頭螺絲(特規),4,,,,,,NIE,
A,SU00309463,擋風玻璃防水膠條,4,,,,,,TG0,
A,9038519009,襯套,4,,,,,,TG0,
A,9015350010,螺栓,4,Y,,,,,TG0,
A,8157042080,第三煞車燈總成,4,,,,,,TG0,
D,4881528130,平衡桿橡皮,4,Y,,,,,TG0,
A,677710D010TW,飾板固定扣鈕,4,,,,,,KG0,S913
D,6922033060,門外把手,4,,,,,,TG0,
A,8261028080,保險絲盒,4,,,,,,TG0,
D,8432976260,方向燈開關,4,,,,,,TG0,
G,1375058011,汽門舉桿,4,Y,,,,,TG0,
A,6785547010,右前門護板,4,,,,,,TG0,
D,7187447040,座椅椅墊下護罩,4,,,,,,TG0,
A,7221508040C0,座椅滑軌控制右拉桿,4,,,,,,TG0,TMS
A,8646647020,前進識別外蓋,4,,,,,,TG0,
A,1626136120,冷卻水旁通管,4,,,,,,TG0,
N,PY00112100C0,前下巴膠條,4,,,,,,NI2,NI08
A,8266242670,繼電器盒上蓋,4,,,,,,TG0,
D,8922176190,車身多功能ECU,4,,,,,,TG0,
A,554330D210E0,儀錶下護板,4,,,,,,KG0,S913
C,S475321251,煞車分泵皮碗,4,,,,,,HG0,
C,5534937030,飾板,4,,,,,,HG0,
C,S488611910,扭力桿襯套,4,Y,,,,,HG0,
G,9011610198,岐管螺栓,4,Y,,,,,TG0,
A,5212808020,保險桿孔蓋,4,,,,,,TG0,TMS
A,5311620060,水箱總成護罩支架,4,,,,,,KG0,B601
D,8281778130,線束護板,4,,,,,,TG0,
D,8113576170,頭燈蓋,4,,,,,,TG0,
D,1740846020,排氣尾管,4,,,,,,TG0,
A,7721920070,進油管護蓋固定座,4,Y,,,,,KG0,S909
D,8580142080,右椅墊溫度控制鼓風機,4,,,,,,TG0,
A,SU00307123,線束插頭,4,,,,,,TG0,
C,S1147E0011,汽缸套墊片,4,Y,,,,,HG0,
N,C1ALEV2E51,VIOS前下巴零件包+前下巴黑色T字膠,4,,,,,,NI2,NI77
N,P75075200H,配件包,4,,,,,,NI2,
D,9007515146,頭燈噴水管,4,,,,,,TG0,
F,1134402490T,壓力開關,4,,,,,,DG0,
D,8646633080,前進識別外蓋,4,,,,,,TG0,
C,8271137340,電線組束夾,4,,,,,,KG0,
A,8214006080,儀表配線,4,,,,,,KG0,T002
A,SU00309071,燃油芯座墊片,4,,,,,,TG0,
A,8430633100,螺旋線圈總成,4,,,,,,TG0,
A,SU00309462,前擋玻璃橡皮襯墊,4,,,,,,TG0,
D,4834130110,鋼板緩衝墊,4,,,,,,TG0,
A,744310D020,電瓶托盤,4,,,,,,KG0,F601
N,PZ0600D755,左護蓋,4,,,,,,NI2,NI57
A,8646633060,前進識別外蓋,4,,,,,,TG0,
A,815840D410,尾燈墊片,4,,,,,,PG1,
N,RFM7Y,刮傷補修漆,4,,,,,,NIL,
D,4502048100,轉向鎖作動器總成,4,,,,,,TG0,
A,1657218010,水箱總成軟管,4,,,,,,TG0,
D,8905048010,駐車煞車電腦總成,4,,,,,,TG0,
A,7461047040B0,輔助把手,4,,,,,,TG0,
D,6928053090C0,左前門內把手次總成,4,,,,,,TG0,
G,9003445097,冷卻水旁通軟管,4,,,,,,TG0,
A,878340A010B1,車內視鏡支座蓋,4,,,,,,PG1,
D,8791512010B3,右後視鏡外殼,4,,,,,,TG0,
A,755710K080,後擋上側飾條,4,,,,,,PG1,
A,674910D060,右前車門下骨架支架飾板,4,,,,,,KG0,S913
N,1711AV0070,TPMS胎外式感知器(含水銀電池*1),4,Y,,,,,HI0,
A,9091706041,排氣尾管墊片,4,Y,,,,,TG0,
D,8657048050,揚聲器總成,4,,,,,,TG0,
G,1736011090,管總成,4,,,,,,TG0,
D,5193120040,備胎固定架,4,,,,,,TG0,
A,4511768050,方向盤飾蓋,4,,,,,,KG0,F601
D,8439078200,電子駐車煞車開關總成,4,,,,,,TG0,
D,9099992003,真空軟管,4,,,,,,TG0,
A,270390Y180,發電機後端護蓋,4,,,,,,KG0,T015
A,6920512250B0,車門內把手，右,4,,,,,,TG0,
N,9.09E+11,,4,,,,,,NG4,
A,1226137070,通風軟管,4,,,,,,TG0,
D,6906012410,六角鎖總成,4,,,,,,TG0,
D,9091915569,線組,4,,,,,,TG0,
D,8520830100,左頭燈清洗作動器,4,,,,,,TG0,
A,8796133320,左後視鏡鏡片次總成,4,,,,,,TG0,
A,5312158180,水箱總成護罩右飾板,4,,,,,,TG0,
O,EA63B0092,支管,4,,,,,,NT9,
D,4825860030,後圈狀彈簧下隔板,4,,,,,,TG0,
D,8971048070,右位置控制電腦總成,4,,,,,,TG0,
D,71878V2010C0,右內後仰臥器護蓋,4,,,,,,TG0,
D,4881533190,平衡桿橡皮,4,,,,,,TG0,
A,8533060180,噴水馬達,4,,,,,,TG0,
A,82730V2050,配電箱盒,4,,,,,,TG0,
A,55012F4060B1,置物箱飾板,4,,,,,,TG0,TME
G,5212636031,左霧燈固定支架,4,,,,,,TG0,
D,1657231410,水箱總成軟管,4,,,,,,TG0,
D,7212750060,右座椅外支架,4,,,,,,TG0,
N,1711AV0420,AVE TPMS螢幕12/24V兩用,4,,,,,,HI0,
D,891B20W061,尾門控制感知器,4,,,,,,TG0,
A,7461047050B0,右後輔助把手,4,,,,,,TG0,
D,8724050130,暖氣出水閥,4,,,,,,TG0,
D,8536150090,清洗器支架,4,,,,,,TG0,
A,746100D150B0,輔助把手,4,,,,,,KG0,S913
A,746120D050B0,輔助把手蓋,4,Y,,,,,KG0,S913
C,S112131870,搖臂室蓋墊片,4,,,,,,HG0,
D,8218346010,行李箱線組,4,,,,,,TG0,
A,7337308160C0,右後肩帶繫鏈蓋,4,,,,,,TG0,TMS
D,2390125061,燃油管次總成,4,,,,,,TG0,
D,8266348170,繼電器盒下蓋,4,,,,,,TG0,
A,447928050,,4,Y,,,,,KG0,G701
A,9006859110,噴水管,4,,,,,,KG0,K001
A,8954230320,輪速感知器,4,,,,,,TG0,
D,71879V2010C0,蓋,4,,,,,,TG0,
D,7213848120C0,座椅導軌外蓋,4,,,,,,TG0,
A,89650B5130,電動轉向ECU,4,,,,,,TG0,
6,C99CQ00H01,CAN BUS訊號轉接線,4,,,,,,NI2,
D,7579778010,後門護條上襯墊,4,,,,,,TG0,
A,8105630Q10,左頭燈電腦次總成,4,,,,,,TG0,
D,8530153011,噴水管進水口,4,,,,,,TG0,
D,8148148080A0,右霧燈蓋,4,,,,,,TG0,
D,6932148080,尾門鎖外蓋,4,,,,,,TG0,
D,1717138030,進氣岐管墊片,4,,,,,,TG0,
A,692270K200,門外把手飾蓋,4,,,,,,PG1,
A,5547247090B0,儀表喇叭板,4,,,,,,TG0,
A,899H0V2020,智慧型鎖匙控制電腦,4,,,,,,TG0,
N,PZ06542753,配件包,4,,,,,,NI2,NI09
C,S452961010,轉向機柱防塵套,4,,,,,,HG0,
A,725260A080C0,傾斜調整器解除把手,4,,,,,,KG0,S912
A,5581542040,密封,4,,,,,,TG0,
D,5578448060,左整流罩上隔音墊,4,,,,,,TG0,
D,9007568007,頭燈襯墊,4,,,,,,TG0,
D,48738V2010,外蓋,4,,,,,,TG0,
A,5315630040,葉子板密封墊,4,,,,,,TG0,
A,1656337010,水箱總成密封墊,4,,,,,,TG0,
C,6.29E+15,,4,,,,,,HG0,
A,8266228171,繼電器盒上蓋,4,,,,,,TG0,
A,6921052100B0,門外把手,4,,,,,,TG0,
A,9091902214,點火線圈總成,4,,,,,,TG0,
D,6921076010B5,門外把手,4,,,,,,TG0,
D,8917379095,SRS氣囊感知器,4,,,,,,TG0,
C,8.95E+34,,4,,,,,,HG0,
D,8156553310,綜合燈燈座及線束次總成,4,,,,,,TG0,
D,2382738020,油氣循環軟管,4,,,,,,TG0,
C,S488611440,扭力桿襯套,4,,,,,,HG0,
D,G127348020,馬達冷卻管,4,,,,,,TG0,
D,6460033110,行李廂蓋鎖總成,4,,,,,,TG0,
D,6783376010,後門維修孔蓋,4,,,,,,TG0,
C,82284F1010,電瓶接地纜線,4,,,,,,KG0,
A,8266252741,繼電器盒上蓋,4,,,,,,TG0,
C,S859401071,雨刷繼電器,4,Y,,,,,HG0,
D,5880833140C1,排擋桿皮套,4,,,,,,TG0,
A,6334552020,前車頂隔音墊,4,Y,,,,,TG0,
A,625050D060,右角窗蓋次總成,4,,,,,,KG0,S913
A,9031142057,傳動軸油封,4,,,,,,TG0,
A,SU00301899,後擋風玻璃下膠條,4,,,,,,TG0,
A,7187442050,座椅椅墊下護罩,4,,,,,,TG0,
G,8651048190,高音喇叭總成,4,,,,,,TG0,
D,1655425010,水管,4,Y,,,,,TG0,
A,7323060820C0,座內側安全帶總成,4,,,,,,TG0,
D,8531976100,噴水筒軟管,4,,,,,,TG0,
A,724950D050C0,左高度調整把手,4,,,,,,KG0,S912
D,7531148070,徽飾總成,4,,,,,,TG0,
A,6748133040,門下框架密封墊,4,,,,,,TG0,
D,4260353060,輪圈飾蓋,4,,,,,,TG0,
6,C93CT52K58,鏡頭延長線(左),4,,,,,,NI2,
A,647150K010B1,左行李廂側飾板蓋,4,,,,,,KG0,S912
A,7215806050C0,內滑軌架飾蓋,4,Y,,,,,KG0,S912
G,7461036020B0,前輔助把手,4,,,,,,TG0,
D,5573858040,空氣導管密封墊,4,,,,,,TG0,
N,PZ0420D765,右側線組,4,,,,,,NI2,J002
A,7724820030,進油管護蓋固定座,4,Y,,,,,KG0,S909
A,6563258020,輪弧側護板,4,,,,,,TG0,
C,5212637020,保險桿彎角,4,,,,,,HG0,
D,77399V2010,加油蓋,4,,,,,,TG0,
D,8214048041,儀表配線,4,,,,,,TG0,
A,5565008070,儀表飾板出風口總成,4,,,,,,TG0,TMS
A,5611758020,擋風玻璃防水膠條,4,,,,,,TG0,
D,4825748010,後圈狀彈簧上膠墊,4,,,,,,TG0,
D,4260360650,後鋼圈飾蓋,4,,,,,,TG0,
D,7323076230C0,座內側安全帶總成,4,,,,,,TG0,
A,8922216010,尾門多功能ECU,4,,,,,,TG0,
A,4511668060,方向盤飾蓋,4,,,,,,KG0,F601
A,1632175010,引擎進水口,4,,,,,,TG0,
C,5554937010B0,儀錶板孔蓋,4,,,,,,HG0,
A,9030199267,Ｏ型環,4,,,,,,TG0,
G,9091922387,含電阻高壓點火線圈,4,,,,,,TG0,
A,55738V2040,空氣導管密封墊,4,,,,,,TG0,
D,5253546010,保險桿側固定座,4,,,,,,TG0,
6,C95CN00D54,零件包,4,,,,,,NI2,
A,8553316020,點煙器指示燈殼,4,Y,,,,,TG0,L205
A,1788137330,空氣濾清器軟管,4,,,,,,TG0,
G,8597626050,繼電器,4,,,,,,TG0,
D,8917339495,SRS氣囊感知器,4,,,,,,TG0,
C,8.42E+154,,4,,,,,,HG0,
A,33122B5010,變速箱蓋墊片,4,,,,,,PG1,TAM
O,6221742050,飾板固定扣,4,Y,,,,,TG0,
C,8.83E+94,,4,,,,,,HG0,
N,501317402,,4,Y,,,,,NT3,
V,LR8X5,刮傷補修漆（LEXUS）,4,,,,,,NIL,
A,7182942040C0,左後座椅墊飾條,4,,,,,,TG0,
F,0932450140T,墊片,4,Y,,,,,DG0,
D,9046641008,水管束夾,4,Y,,,,,TG0,
D,867B048240,左側鏡頭,4,,,,,,TG0,
A,7579330020,前門護條上襯墊,4,,,,,,TG0,
D,4781448050,碟式煞車分泵滑插銷,4,,,,,,TG0,
G,7696526010B0,護板,4,,,,,,TG0,
6,C4ACS00G51,盲塞顯示器,4,Y,,,,,NI2,
A,494642030,,4,Y,,,,,TG0,
G,1756758010,墊圈,4,Y,,,,,TG0,
D,494533300,,4,,,,,,TG0,
D,68197V2020,密封,4,,,,,,TG0,
A,676760K010,左後門框飾板,4,Y,,,,,PG1,TAM
A,6921712040A9,門外把手飾蓋,4,Y,,,,,TG0,
D,7687948020,固定扣,4,Y,,,,,TG0,
N,P75070600311,SENSOR,4,Y,,,,,NI2,
D,7687353020,右後擾流板護條,4,,,,,,TG0,
C,SU00200446,副軸扣環，後,4,,,,,,HG0,
A,SU00303012,引擎蓋支撐桿夾座,4,Y,,,,,TG0,
A,67765V2010C0,尾門維修孔蓋,4,,,,,,TG0,
D,6924252030,門外把手襯墊,4,,,,,,TG0,
A,9324056016,螺絲,4,,,,,,TG0,
D,7173130120,扣件,4,Y,,,,,TG0,
C,S33PREVF20,變速箱螺栓,4,Y,,,,,HG0,
C,SH69150835,螺栓,4,Y,,,,,HG0,
A,6327395701,角窗鉸鏈固定扣,4,Y,,,,,TG0,
6,C07HC42H51,燈座,4,Y,,,,,NI2,
N,LR6W9,刮傷補漆筆  新色綠,4,,,,,,NIL,
C,5.52E+35,,4,,,,,,HG0,
A,7301542010,支架次總成,4,,,,,,TG0,
A,6783708020,門密封墊,4,Y,,,,,TG0,TMS
C,SZ52185001,卡環,4,Y,,,,,HG0,
A,899A060010,車門電子鎖天線,4,,,,,,TG0,
C,8.26E+94,,4,,,,,,HG0,
A,1.63E+15,,4,Y,,,,,PG1,
D,8121976020,右霧燈支架,4,,,,,,TG0,
A,3291358030,變速箱機油冷卻器支架,4,,,,,,TG0,
A,90461T0002,煞車管夾,4,Y,,,,,PG1,TAM
A,8871842120,管夾,4,Y,,,,,TG0,
D,9098011363,保險絲,4,,,,,,TG0,
G,5590536030,暖氣控制按鈕,4,,,,,,TG0,
D,9011914081,螺栓,4,Y,,,,,TG0,
A,84921V2040,電動座椅調整鈕,4,Y,,,,,TG0,
C,S900727116,固定銷,4,Y,,,,,HG0,
A,4234512230,防塵套束夾,4,Y,,,,,TG0,
D,1776925050,空氣濾清器支架,4,,,,,,TG0,
A,6777132140,車門飾板固定扣,4,Y,,,,,TG0,S912
C,S474961690,孔塞,4,Y,,,,,HG0,
A,8499810510,點煙器燈泡蓋,4,,,,,,TG0,
A,9030119018,O形環,4,Y,,,,,TG0,
A,7682247011,牌照燈飾板護條,4,,,,,,TG0,
C,1371633010,汽門腳座,4,Y,,,,,HG0,
G,9017608058,螺帽,4,,,,,,TG0,
D,4881812310,後平衡桿橡皮,4,Y,,,,,TG0,
C,3316237020,變速箱蓋墊片,4,,,,,,HG0,
C,SH68100825,螺栓,4,Y,,,,,HG0,
A,68326BZ041,左滑門上滑軌襯墊,4,,,,,,PG1,TAM
A,51743BZ011,支架,4,,,,,,KG0,B601
A,9091012281,VSV真空調節閥,4,,,,,,TG0,
A,5833612090,後地板加強板,4,,,,,,TG0,
C,6762526010,門飾板支架,4,,,,,,HG0,
A,6462030130,行李廂蓋鎖座,4,,,,,,TG0,
D,6461930030C0,行李廂蓋鎖拉索固定板,4,Y,,,,,TG0,
A,8934871010B1,車距感知器固定座,4,Y,,,,,TG0,
C,4.48E+56,,4,Y,,,,,HG0,
A,90178T0041,"NUT, FLANGE",4,Y,,,,,PG1,
A,7586247010,右側車門檻板飾板前端蓋,4,Y,,,,,TG0,
D,8673048110,電話麥克風總成,4,,,,,,TG0,
A,855350D150,電源插座護蓋,4,Y,,,,,KG0,L205
A,7729933040,燃油管夾,4,,,,,,KG0,G701
A,6784847020,左後門密封,4,Y,,,,,TG0,
A,177920M015,真空軟管標示牌,4,Y,,,,,KG0,T017
G,6331758010,固定座,4,Y,,,,,TG0,
A,288A2V2010,電池位置標籤,4,,,,,,TG0,
A,7737747040,加油蓋鎖扣座,4,,,,,,TG0,
G,6728228010,尾門側公定位器,4,,,,,,TG0,
N,1300816,,4,Y,,,,,NT9,
D,9326924018,螺絲,4,Y,,,,,TG0,
G,6221712050,飾板固定扣,4,,,,,,TG0,
D,1519338010,機油泵墊片,4,Y,,,,,TG0,
A,74528V2010,尾門警示標籤,4,Y,,,,,TG0,
A,8537152050,管夾,4,Y,,,,,TG0,
C,7.46E+45,,4,Y,,,,,HG0,
C,SN23300610,束夾,4,Y,,,,,HG0,
D,9046708204,定位座,4,Y,,,,,TG0,
C,9025010055,插銷,4,Y,,,,,HG0,
A,745740K050,噪音規範標籤,4,,,,,,KG0,T017
G,9054109143,車門襯墊,4,,,,,,TG0,
A,9017814004,螺帽，凸緣,4,Y,,,,,TG0,
D,6474530020C0,右後組合燈維修蓋,4,,,,,,TG0,
A,72126V2010C0,座椅滑軌鎖定蓋,4,,,,,,TG0,
A,90119W0303,螺栓,4,Y,,,,,TG0,TME
A,5215520270,後保險桿左支架,4,Y,,,,,TG0,
A,853368C000,噴水筒襯墊,4,Y,,,,,KG0,T015
A,1656237070,水箱總成密封墊,4,Y,,,,,TG0,
A,426610D690,胎壓情報標籤,4,,,,,,KG0,T017
A,828150EF30,線束護蓋,4,,,,,,TG0,
A,9031188006,油封,4,,,,,,TG0,
D,8401076F50,綜合控制面板總成,4,,,,,,TG0,
A,55753V2020,右車頸防水延伸擋板,4,,,,,,TG0,
A,771790K010,油箱通氣口墊片,4,Y,,,,,KG0,S909
A,89784V1010,晶片電腦,4,,,,,,TG0,
C,S312341020,釋放叉彈簧,4,Y,,,,,HG0,
G,9017906007,螺帽,4,Y,,,,,TG0,
A,6432112260,側嵌板支架,4,Y,,,,,TG0,
D,7426148010,門扶手蓋,4,,,,,,TG0,
A,1350624020,正時鏈條,4,,,,,,TG0,
A,8504547010A0,左頭燈噴水頭次總成,4,,,,,,TG0,
A,88719B2020,冷媒壓力感知器,4,,,,,,PG1,T015
C,90015AH002,煞車總泵O形環,4,Y,,,,,KG0,
A,8119347120,右上頭燈護圈固定座,4,,,,,,TG0,
A,1985011040,預熱塞總成,4,,,,,,TG0,
A,5249135010,螺絲,4,Y,,,,,KG0,J004
A,044780D200,前碟煞分泵修理包,4,,,,,,KG0,T024
C,S842803240,通用開關,4,Y,,,,,HG0,
O,400324142,,4,Y,,,,,TG0,
D,4777148150,煞車塊磨耗指示器,4,Y,,,,,TG0,
D,8.93E+10,,4,Y,,,,,TG0,
A,9010506353,螺栓,4,Y,,,,,TG0,
A,8934847170C0,車距感知器固定座,4,Y,,,,,TG0,
C,9052034018,軸扣環,4,Y,,,,,HG0,
D,9046707076P8,固定扣,4,Y,,,,,TG0,
A,4324612020,輪軸承護板,4,,,,,,TG0,S909
A,9011914015,曲軸皮帶盤螺栓,4,,,,,,TG0,
D,9015950068,螺栓,4,Y,,,,,TG0,
A,9010515006,轉向節臂螺栓,4,,,,,,TG0,
C,SZ46614001,束夾,4,Y,,,,,HG0,
G,8496326041,電動滑門控制開關,4,Y,,,,,TG0,
D,6749653040,左前門框蓋板,4,,,,,,TG0,
C,SH55215845,凸緣螺栓,4,Y,,,,,HG0,
D,8934848680J1,車距感知器固定扣,4,,,,,,TG0,
N,4.88E+11,,4,,,,,,NP2,
6,C18CC12D52,OBD-II信號轉換線,4,,,,,,NI2,
A,G92DH47050,HV電瓶進氣過濾網,4,,,,,,TG0,
D,G922748070,轉換器冷卻用軟管,4,,,,,,TG0,
A,8.79E+36,,4,Y,,,,,TG0,
A,8934128451F0,車距感知器,4,,,,,,TG0,
D,7544348270,尾門車級銘牌,4,Y,,,,,TG0,
A,8155552C90,綜合燈燈座及線束次總成,4,Y,,,,,TG0,
6,C18CRAUJ52,升降窗輸出線,4,,,,,,NI2,
G,9009904349,壓縮機螺栓,4,Y,,,,,KG0,
A,89341K0060L4,車距感知器,4,,,,,,TG0,
G,5859526100C1,地毯座椅軌道飾蓋,4,,,,,,TG0,
C,8473237050,鼓風機開關,4,Y,,,,,HG0,
A,9006859111,噴水管,4,,,,,,PG1,T015
G,8864560030,冷氣高低壓開關,4,,,,,,TG0,
A,7212547010,座椅滑軌蓋,4,,,,,,TG0,
C,S694601060,車門鎖閂，右,4,Y,,,,,HG0,
A,7193047050C5,座頭枕固定座,4,Y,,,,,TG0,S912
